"Lon";"Lat";"scientificName";"year";"month";"day";"accessRights";"bibliographicCitation";"X_leaflet_id";"layerId";"edit_id"
"88";-6.359163;49.88333;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"SeaSearch (2021): Marine Recorder Snapshot extract of surveys entered by SeaSearch. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/yq0gbg DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:47.592558";324;"324";"324"
"89";-4.11204;50.30717;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"SeaSearch (2021): Marine Recorder Snapshot extract of surveys entered by SeaSearch. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/yq0gbg DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:47.592558";324;"324";"324"
"90";-27.4;38.8;"Laminaria ochroleuca";"2008";"9";"4";"To the extent possible under law, the publisher has waived all rights to these data and has dedicated them to the  Public Domain (CC0 1.0)";"Tempera, F, E. Atchoi, A.L. Sinde-Mano and D. Milla-Figueras; IMAR - Institute of Marine Research; 2020; Kelp occurrences in the Azores (NE Atlantic) https://dx.doi.org/10.14284/423 NA Kelp occurrences in the Azores (northeast Atlantic) (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:49.537795";324;"324";"324"
"91";-6.305901;49.97649;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Natural England (NE) (2021): Marine Recorder Snapshot extract of surveys entered by Natural England. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/thn0xd DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:46.985744";324;"324";"324"
"92";-2.98495;48.86638;"Laminaria ochroleuca";"2010";"4";"24";"This work is licensed under a  Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License";"REBENT network (2019). Intertidal and Subtidal Macroalgae taxa data  in ODV format from French REBENT Network. SEANOE. Https://doi.org/10.17882/60891 NA Intertidal and Subtidal Macroalgae taxa data in ODV format from French REBENT Network (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:43.367691";324;"324";"324"
"93";-2.167383;48.699133;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License";"Cite data as:Rassweiler, A., Novak, M., Okamoto, D., Byrnes, J., Krumhansl, K. (2016). Global Kelp Timeseries from NCEAS/KEEN Working Group. Florida State University, Oregon State University, Simon Fraser University, University of Massachusetts Boston. Data accessed at http://catalogue-temperatereefbase.imas.utas.edu.au:/geonetwork/srv/en/metadata.show?uuid=ecbe5cc3-3fbf-4569-b5e8-07c2201fcb9c on [access date].

If you have kelp timeseries greater than 3 years in length, please consider contributing to the data set. Contact Jarrett Byrnes for details. IMAS and University of Massachusetts NCEAS-KEEN-TS (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:44.583438";324;"324";"324"
"94";-6.404994;49.87416;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"SeaSearch (2021): Marine Recorder Snapshot extract of surveys entered by SeaSearch. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/yq0gbg DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:47.592558";324;"324";"324"
"95";-8.853889;41.697222;"Laminaria ochroleuca";"2003";NA;NA;"This work is licensed under a  Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License";"Sousa-Pinto I. &amp; Araújo, R. (2003). Macroalgal communities of intertidal rock pools in Portugal. Centro Interdisciplinar de Investigaçao Marinha e Ambiental (CIMAR), Portugal. MarBEF/LargeNet ca (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:50.375875";324;"324";"324"
"96";-4.061787;50.2922;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"SeaSearch (2021): Marine Recorder Snapshot extract of surveys entered by SeaSearch. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/yq0gbg DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:47.592558";324;"324";"324"
"97";-6.275033;49.92312;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"SeaSearch (2021): Marine Recorder Snapshot extract of surveys entered by SeaSearch. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/yq0gbg DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:47.592558";324;"324";"324"
"98";-4.188333;50.32433;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"SeaSearch (2021): Marine Recorder Snapshot extract of surveys entered by SeaSearch. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/yq0gbg DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:47.592558";324;"324";"324"
"99";-4.13042;50.34227;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"SeaSearch (2021): Marine Recorder Snapshot extract of surveys entered by SeaSearch. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/yq0gbg DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:47.592558";324;"324";"324"
"100";-4.134979;50.3383;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"SeaSearch (2021): Marine Recorder Snapshot extract of surveys entered by SeaSearch. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/yq0gbg DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:47.592558";324;"324";"324"
"101";-6.254165;49.9675;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"SeaSearch (2021): Marine Recorder Snapshot extract of surveys entered by SeaSearch. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/yq0gbg DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:47.592558";324;"324";"324"
"102";-4.6038623;48.6154861;"Laminaria ochroleuca";"2010";"4";"21";"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Institut Français de Recherche pour l’Exploitation de la MER (2022). Macrophytes occurrence data within French Mediterranen Lagoon since 2006 NA QUADRIGE - Coastal monitoring database and products, 1974 onwards. (6064) (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:43.138385";324;"324";"324"
"103";-2.358335;49.40183;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"SeaSearch (2021): Marine Recorder Snapshot extract of surveys entered by SeaSearch. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/yq0gbg DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:47.592558";324;"324";"324"
"104";-5.673871;50.0229;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"SeaSearch (2021): Marine Recorder Snapshot extract of surveys entered by SeaSearch. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/yq0gbg DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:47.592558";324;"324";"324"
"105";-5.016212;50.14041;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Natural England (NE) (2021): Marine Recorder Snapshot extract of surveys entered by Natural England. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/thn0xd DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:46.985744";324;"324";"324"
"106";-6.341663;49.87983;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"SeaSearch (2021): Marine Recorder Snapshot extract of surveys entered by SeaSearch. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/yq0gbg DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:47.592558";324;"324";"324"
"107";-6.367171;49.87317;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"SeaSearch (2021): Marine Recorder Snapshot extract of surveys entered by SeaSearch. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/yq0gbg DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:47.592558";324;"324";"324"
"108";-2.526262;49.43857;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"SeaSearch (2021): Marine Recorder Snapshot extract of surveys entered by SeaSearch. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/yq0gbg DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:47.592558";324;"324";"324"
"109";-3.0565641;48.8389778;"Laminaria ochroleuca";"2007";"5";"13";"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Institut Français de Recherche pour l’Exploitation de la MER (2022). Macrophytes occurrence data within French Mediterranen Lagoon since 2006 NA QUADRIGE - Coastal monitoring database and products, 1974 onwards. (6064) (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:43.138385";324;"324";"324"
"110";-4.603867;48.615483;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License";"Cite data as:Rassweiler, A., Novak, M., Okamoto, D., Byrnes, J., Krumhansl, K. (2016). Global Kelp Timeseries from NCEAS/KEEN Working Group. Florida State University, Oregon State University, Simon Fraser University, University of Massachusetts Boston. Data accessed at http://catalogue-temperatereefbase.imas.utas.edu.au:/geonetwork/srv/en/metadata.show?uuid=ecbe5cc3-3fbf-4569-b5e8-07c2201fcb9c on [access date].

If you have kelp timeseries greater than 3 years in length, please consider contributing to the data set. Contact Jarrett Byrnes for details. IMAS and University of Massachusetts NCEAS-KEEN-TS (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:44.583438";324;"324";"324"
"111";-4.179606;50.34026;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Joint Nature Conservation Committee (JNCC) (2021): Marine Recorder Snapshot extract of surveys entered by JNCC. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/mehqrq DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:46.775415";324;"324";"324"
"112";-25.1;37.05;"Laminaria ochroleuca";"2016";"6";"11";"To the extent possible under law, the publisher has waived all rights to these data and has dedicated them to the  Public Domain (CC0 1.0)";"Tempera, F, E. Atchoi, A.L. Sinde-Mano and D. Milla-Figueras; IMAR - Institute of Marine Research; 2020; Kelp occurrences in the Azores (NE Atlantic) https://dx.doi.org/10.14284/423 NA Kelp occurrences in the Azores (northeast Atlantic) (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:49.537795";324;"324";"324"
"113";-2.483938;49.44075;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"SeaSearch (2021): Marine Recorder Snapshot extract of surveys entered by SeaSearch. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/yq0gbg DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:47.592558";324;"324";"324"
"114";-5.077504;50.09433;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Natural England (NE) (2021): Marine Recorder Snapshot extract of surveys entered by Natural England. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/thn0xd DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:46.985744";324;"324";"324"
"115";-5.017832;50.1488;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Joint Nature Conservation Committee (JNCC) (2021): Marine Recorder Snapshot extract of surveys entered by JNCC. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/mehqrq DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:46.775415";324;"324";"324"
"116";-2.9849627;48.8663788;"Laminaria ochroleuca";"2016";"5";"29";"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Institut Français de Recherche pour l’Exploitation de la MER (2022). Macrophytes occurrence data within French Mediterranen Lagoon since 2006 NA QUADRIGE - Coastal monitoring database and products, 1974 onwards. (6064) (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:43.138385";324;"324";"324"
"117";-6.396638;49.94635;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Joint Nature Conservation Committee (JNCC) (2021): Marine Recorder Snapshot extract of surveys entered by JNCC. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/mehqrq DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:46.775415";324;"324";"324"
"118";-5.04346;48.47204;"Laminaria ochroleuca";"2012";"5";"17";"Unrestricted";"Agence pour la recherche et la Valorisation Marines (ARVAM); Cellule De Suivi Du Littoral Normand (CSLN); Creocean;  Groupe d'Etude des Milieux Estuariens et Littoraux; Groupe d'étude des milieux estuariens et littoraux Normandie (GEMEL Normandie); Hemisphere Sub; Impact Mer; Institut Français de Recherche pour l'Exploitation de la Mer (IFREMER); MAREX Expertise &amp; Conseil en Environnement Marin (MAREX); National Natural History Museum Paris; CRESCO - Station de biologie marine de Dinard; National Natural History Museum Paris; Station de Biologie Marine de Concarneau; Pierre &amp; Marie Curie University; Roscoff biology station (RBS); TBM Environnement; The National Center for Scientific Research; Laboratoire d'Ecogéochimie des Environnements Benthiques UMR 8222 (LECOB); The National Center for Scientific Research; Laboratoire d’Océanologie et de Géosciences - UMR 8187 LOG (LOG); Université Bordeaux 1; Environnements et Paléoenvironnements Océaniques (EPOC); Université de Bretagne Occidentale; Institut Universitaire Européen de la Mer (IUEM); Université de Bretagne Occidentale; Laboratoire d'écophysiologie et de biotechnologie des halophytes et algues Marines (IUEM-LEBHAM); Université de Bretagne Occidentale; Laboratory of Sciences of the Marine Environment CNRS-UMR6539 (LEMAR); Université de la Réunion; Laboratoire d'Ecologie Marine (ECOMAR); Université de Liège; Station de Recherche Sous-marines et Océanographiques (STARESO); Université de Nantes; Laboratoire de Biologie Marine (Bio-littoral); Université des Sciences et Technologies de Lille; Station Marine de Wimereux (INSU/CNRS); (2019): REBENT - Réseau Benthique. 486 NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:51.251532";324;"324";"324"
"119";-4.60385;48.61549;"Laminaria ochroleuca";"2010";"4";"21";"Unrestricted";"Agence pour la recherche et la Valorisation Marines (ARVAM); Cellule De Suivi Du Littoral Normand (CSLN); Creocean;  Groupe d'Etude des Milieux Estuariens et Littoraux; Groupe d'étude des milieux estuariens et littoraux Normandie (GEMEL Normandie); Hemisphere Sub; Impact Mer; Institut Français de Recherche pour l'Exploitation de la Mer (IFREMER); MAREX Expertise &amp; Conseil en Environnement Marin (MAREX); National Natural History Museum Paris; CRESCO - Station de biologie marine de Dinard; National Natural History Museum Paris; Station de Biologie Marine de Concarneau; Pierre &amp; Marie Curie University; Roscoff biology station (RBS); TBM Environnement; The National Center for Scientific Research; Laboratoire d'Ecogéochimie des Environnements Benthiques UMR 8222 (LECOB); The National Center for Scientific Research; Laboratoire d’Océanologie et de Géosciences - UMR 8187 LOG (LOG); Université Bordeaux 1; Environnements et Paléoenvironnements Océaniques (EPOC); Université de Bretagne Occidentale; Institut Universitaire Européen de la Mer (IUEM); Université de Bretagne Occidentale; Laboratoire d'écophysiologie et de biotechnologie des halophytes et algues Marines (IUEM-LEBHAM); Université de Bretagne Occidentale; Laboratory of Sciences of the Marine Environment CNRS-UMR6539 (LEMAR); Université de la Réunion; Laboratoire d'Ecologie Marine (ECOMAR); Université de Liège; Station de Recherche Sous-marines et Océanographiques (STARESO); Université de Nantes; Laboratoire de Biologie Marine (Bio-littoral); Université des Sciences et Technologies de Lille; Station Marine de Wimereux (INSU/CNRS); (2019): REBENT - Réseau Benthique. 486 NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:51.251532";324;"324";"324"
"120";-2.346518;49.44795;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"SeaSearch (2021): Marine Recorder Snapshot extract of surveys entered by SeaSearch. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/yq0gbg DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:47.592558";324;"324";"324"
"121";-2.366148;49.4016;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"SeaSearch (2021): Marine Recorder Snapshot extract of surveys entered by SeaSearch. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/yq0gbg DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:47.592558";324;"324";"324"
"122";-4.60385;48.61549;"Laminaria ochroleuca";"2014";"4";"10";"This work is licensed under a  Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License";"REBENT network (2019). Intertidal and Subtidal Macroalgae taxa data  in ODV format from French REBENT Network. SEANOE. Https://doi.org/10.17882/60891 NA Intertidal and Subtidal Macroalgae taxa data in ODV format from French REBENT Network (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:43.367691";324;"324";"324"
"123";-5.065413;50.06571;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"SeaSearch (2021): Marine Recorder Snapshot extract of surveys entered by SeaSearch. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/yq0gbg DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:47.592558";324;"324";"324"
"124";-2.347077;49.41583;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"SeaSearch (2021): Marine Recorder Snapshot extract of surveys entered by SeaSearch. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/yq0gbg DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:47.592558";324;"324";"324"
"125";-6.260418;49.94497;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Joint Nature Conservation Committee (JNCC) (2021): Marine Recorder Snapshot extract of surveys entered by JNCC. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/mehqrq DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:46.775415";324;"324";"324"
"126";-6.385662;49.86367;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"SeaSearch (2021): Marine Recorder Snapshot extract of surveys entered by SeaSearch. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/yq0gbg DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:47.592558";324;"324";"324"
"127";-6.276264;49.93025;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Joint Nature Conservation Committee (JNCC) (2021): Marine Recorder Snapshot extract of surveys entered by JNCC. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/mehqrq DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:46.775415";324;"324";"324"
"128";-8.88;41.7502777777778;"Laminaria ochroleuca";"2003";"2";"2";"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Aráujo R., Bárbara I, Tibaldo M., Berecibar E., Díaz Tapia P., Pereira R., Santos R. &amp; Sousa-Pinto I. Checklist of benthic marine algae and cyanobacteria of northern Portugal. Centre of Marine and Environmental Research; Interdisciplinary Centre for Marine and Environmental Research (Porto) (Ciimar). CIIMAR Checklist Northern Portugal (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:48.130906";324;"324";"324"
"129";-6.316508;49.90797;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Joint Nature Conservation Committee (JNCC) (2021): Marine Recorder Snapshot extract of surveys entered by JNCC. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/mehqrq DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:46.775415";324;"324";"324"
"130";-2.49335;47.18483;"Laminaria ochroleuca";"2010";"7";"8";"This work is licensed under a  Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License";"REBENT network (2019). Intertidal and Subtidal Macroalgae taxa data  in ODV format from French REBENT Network. SEANOE. Https://doi.org/10.17882/60891 NA Intertidal and Subtidal Macroalgae taxa data in ODV format from French REBENT Network (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:43.367691";324;"324";"324"
"131";-6.329415;49.91361;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Joint Nature Conservation Committee (JNCC) (2021): Marine Recorder Snapshot extract of surveys entered by JNCC. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/mehqrq DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:46.775415";324;"324";"324"
"132";-1.731034726156;45.958523973682;"Laminaria ochroleuca";NA;NA;NA;"For more information on the restrictions, use contact information.";"Guiry, M.D. &amp; Guiry, G.M. 2012. AlgaeBase. World-wide electronic publication, National University of Ireland, Galway. http://www.algaebase.org; searched on dd Month yyyy. NUI Algaebase (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:49.859977";324;"324";"324"
"133";-5.030241;50.14578;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Joint Nature Conservation Committee (JNCC) (2021): Marine Recorder Snapshot extract of surveys entered by JNCC. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/mehqrq DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:46.775415";324;"324";"324"
"134";-5.04346;48.47204;"Laminaria ochroleuca";"2009";"4";"15";"This work is licensed under a  Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License";"REBENT network (2019). Intertidal and Subtidal Macroalgae taxa data  in ODV format from French REBENT Network. SEANOE. Https://doi.org/10.17882/60891 NA Intertidal and Subtidal Macroalgae taxa data in ODV format from French REBENT Network (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:43.367691";324;"324";"324"
"135";-4.005867;48.759633;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License";"Cite data as:Rassweiler, A., Novak, M., Okamoto, D., Byrnes, J., Krumhansl, K. (2016). Global Kelp Timeseries from NCEAS/KEEN Working Group. Florida State University, Oregon State University, Simon Fraser University, University of Massachusetts Boston. Data accessed at http://catalogue-temperatereefbase.imas.utas.edu.au:/geonetwork/srv/en/metadata.show?uuid=ecbe5cc3-3fbf-4569-b5e8-07c2201fcb9c on [access date].

If you have kelp timeseries greater than 3 years in length, please consider contributing to the data set. Contact Jarrett Byrnes for details. IMAS and University of Massachusetts NCEAS-KEEN-TS (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:44.583438";324;"324";"324"
"136";-6.316719;49.89942;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Joint Nature Conservation Committee (JNCC) (2021): Marine Recorder Snapshot extract of surveys entered by JNCC. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/mehqrq DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:46.775415";324;"324";"324"
